TransactionAmount,TransactionDate,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,CustomerAge_Bin,Cluster,Target
71.48000000000005,1050.0,1.0,8.0,38.0,2.0,18.0,3.0,169.0,1.0,6568.59,177.0,1,2,2,2
59.31999999999999,413.0,1.0,20.0,39.0,1.0,71.0,2.0,38.0,1.0,5750.89,181.0,1,1,0,0
85.76999999999995,1479.0,1.0,19.0,64.0,1.0,38.0,0.0,93.0,1.0,9146.19,110.0,1,0,2,2
52.19999999999999,1029.0,1.0,1.0,21.0,2.0,39.0,1.0,120.0,1.0,8974.93,38.0,1,0,2,2
345.84,802.0,1.0,13.0,82.0,2.0,22.0,3.0,142.0,1.0,1402.5,41.0,0,2,0,0
145.54,436.0,1.0,33.0,27.0,2.0,21.0,3.0,96.0,1.0,1930.96,46.0,2,2,0,0
7.490000000000009,1979.0,1.0,15.0,42.0,2.0,65.0,2.0,276.0,1.0,3634.67,201.0,1,1,1,1
246.93,707.0,1.0,24.0,28.0,0.0,23.0,3.0,158.0,1.0,673.3500000000004,314.0,2,2,0,0
40.31999999999999,601.0,1.0,25.0,7.0,1.0,37.0,1.0,95.0,1.0,2686.52,335.0,1,0,0,0
127.44999999999999,160.0,1.0,19.0,91.0,2.0,44.0,0.0,197.0,1.0,1772.06,298.0,2,0,0,0
56.170000000000016,1753.0,1.0,11.0,42.0,1.0,27.0,3.0,283.0,1.0,1351.69,127.0,1,2,1,1
28.310000000000002,1296.0,1.0,24.0,90.0,2.0,59.0,0.0,20.0,1.0,8334.47,174.0,1,1,2,2
59.12000000000003,224.0,1.0,3.0,52.0,0.0,29.0,0.0,257.0,1.0,9823.64,35.0,1,2,0,0
396.45,1783.0,1.0,27.0,6.0,0.0,49.0,1.0,168.0,1.0,9690.15,289.0,0,0,1,1
877.81,505.0,1.0,20.0,93.0,2.0,22.0,3.0,150.0,1.0,399.0,87.0,0,2,0,0
255.26,2019.0,1.0,37.0,1.0,1.0,45.0,0.0,50.0,1.0,14815.87,267.0,2,0,1,1
124.75999999999999,1924.0,1.0,39.0,1.0,1.0,49.0,1.0,45.0,1.0,5764.72,0.0,2,0,1,1
78.13,2190.0,1.0,25.0,27.0,1.0,26.0,3.0,145.0,1.0,900.6099999999997,354.0,1,2,1,1
649.28,439.0,1.0,38.0,73.0,0.0,75.0,2.0,137.0,1.0,4875.86,291.0,0,1,0,0
795.31,1904.0,1.0,23.0,47.0,0.0,66.0,0.0,90.0,1.0,7914.88,293.0,0,1,1,1
335.63,161.0,1.0,28.0,39.0,2.0,55.0,2.0,216.0,1.0,1019.3899999999999,69.0,0,0,0,0
328.47,1393.0,1.0,35.0,13.0,0.0,63.0,2.0,119.0,1.0,4323.66,68.0,0,1,2,2
34.01999999999998,53.0,1.0,30.0,45.0,2.0,38.0,0.0,19.0,1.0,14214.48,321.0,1,0,0,0
241.42,735.0,1.0,5.0,43.0,2.0,57.0,0.0,116.0,1.0,13357.02,160.0,2,1,0,0
55.31999999999999,684.0,1.0,40.0,8.0,0.0,19.0,3.0,117.0,1.0,241.78999999999996,100.0,1,2,0,0
304.31,1358.0,1.0,21.0,4.0,1.0,27.0,3.0,33.0,1.0,868.6099999999997,210.0,0,2,2,2
435.27,1854.0,1.0,6.0,50.0,1.0,74.0,2.0,90.0,1.0,4673.28,288.0,0,1,1,1
164.49,2359.0,1.0,3.0,69.0,1.0,26.0,3.0,75.0,1.0,1509.27,250.0,2,2,1,1
510.24,1869.0,1.0,28.0,89.0,2.0,19.0,3.0,105.0,1.0,781.6999999999998,311.0,0,2,1,1
626.9,2233.0,1.0,10.0,22.0,2.0,26.0,3.0,138.0,1.0,265.5100000000002,61.0,0,2,1,1
22.00999999999999,578.0,1.0,34.0,54.0,2.0,41.0,1.0,175.0,1.0,1335.0900000000001,8.0,1,0,0,0
425.34,284.0,1.0,18.0,39.0,2.0,69.0,2.0,121.0,1.0,3907.54,44.0,0,1,0,0
424.56,355.0,1.0,29.0,14.0,2.0,51.0,1.0,264.0,1.0,5183.85,360.0,0,0,0,0
85.43,1033.0,1.0,41.0,77.0,1.0,67.0,0.0,145.0,1.0,14904.9,22.0,1,1,2,2
169.5,1666.0,1.0,36.0,35.0,1.0,28.0,3.0,142.0,1.0,918.8800000000001,155.0,2,2,2,2
104.63,603.0,1.0,29.0,94.0,0.0,62.0,2.0,90.0,1.0,4477.78,258.0,1,1,0,0
316.95,1415.0,1.0,23.0,51.0,1.0,25.0,3.0,83.0,1.0,1324.0299999999997,172.0,0,2,2,2
60.539999999999964,2366.0,1.0,8.0,94.0,1.0,57.0,2.0,52.0,1.0,3534.93,214.0,1,1,1,1
292.56,446.0,1.0,9.0,74.0,1.0,68.0,2.0,61.00000000000001,1.0,4638.37,86.0,0,1,0,0
386.52,1054.0,1.0,16.0,63.0,1.0,48.0,1.0,27.999999999999986,1.0,5630.61,46.0,0,0,2,2
112.07,1833.0,1.0,18.0,63.0,1.0,23.0,3.0,51.0,1.0,930.3000000000002,313.0,1,2,1,1
568.52,1864.0,1.0,16.0,93.0,0.0,46.0,1.0,152.0,1.0,5499.91,360.0,0,0,1,1
263.99,885.0,1.0,9.0,86.0,1.0,79.0,2.0,227.0,1.0,4175.02,279.0,2,1,2,2
349.64,2091.0,1.0,19.0,96.0,2.0,48.0,1.0,226.0,1.0,6651.62,106.0,0,0,1,1
601.4,984.0,1.0,30.0,0.0,1.0,56.0,1.0,104.0,1.0,8458.29,98.0,0,1,2,2
5.769999999999982,2057.0,1.0,5.0,70.0,2.0,50.0,0.0,124.0,1.0,13988.12,308.0,1,0,1,1
201.33,602.0,1.0,26.0,2.0,1.0,42.0,1.0,186.0,1.0,2585.07,317.0,2,0,0,0
298.42,756.0,1.0,16.0,4.0,1.0,56.0,2.0,225.0,1.0,3014.75,229.0,0,1,0,0
521.06,721.0,1.0,0.0,62.0,1.0,25.0,3.0,128.0,1.0,1951.42,346.0,0,2,0,0
117.28,259.0,1.0,2.0,56.0,2.0,60.0,1.0,16.0,1.0,3665.77,48.0,1,1,0,0
189.12,2123.0,1.0,16.0,39.0,3.0,32.0,1.0,103.0,1.0,977.0100000000002,139.0,2,0,1,1
133.55000000000004,1300.0,1.0,1.0,90.0,0.0,44.0,1.0,220.0,1.0,3846.28,235.0,2,0,2,2
143.21,92.0,1.0,9.0,65.0,2.0,35.0,1.0,135.0,1.0,6374.82,183.0,2,0,0,0
24.769999999999982,1222.0,1.0,4.0,69.0,0.0,62.0,2.0,55.0,1.0,5866.01,351.0,1,1,2,2
233.92,1976.0,1.0,17.0,45.0,2.0,26.0,3.0,280.0,1.0,6537.62,142.0,2,2,1,1
211.36,1849.0,1.0,16.0,35.0,1.0,20.0,3.0,24.0,1.0,605.9499999999998,28.0,2,2,1,1
232.12,2461.0,1.0,43.0,65.0,0.0,37.0,1.0,51.0,1.0,6689.87,174.0,2,0,1,1
211.36,1075.0,1.0,18.0,59.0,2.0,22.0,3.0,113.0,1.0,634.1700000000001,119.0,2,2,2,2
91.53,499.0,1.0,25.0,94.0,1.0,44.0,0.0,69.0,1.0,14676.05,312.0,1,0,0,0
120.29000000000002,2391.0,1.0,24.0,44.0,1.0,19.0,3.0,77.0,1.0,1362.3900000000003,27.0,2,2,1,1
174.25,1298.0,1.0,39.0,31.0,2.0,50.0,0.0,67.0,1.0,10528.34,246.0,2,0,2,2
183.71,1125.0,1.0,10.0,73.0,0.0,38.0,1.0,102.0,1.0,552.5200000000004,208.0,2,0,2,2
345.39,2485.0,1.0,31.0,80.0,3.0,58.0,1.0,80.0,1.0,6451.96,113.0,0,1,1,1
211.36,145.0,1.0,11.0,3.0,0.0,63.0,2.0,87.0,1.0,4715.84,283.0,2,1,0,0
259.91,2076.0,1.0,10.0,27.0,2.0,49.0,0.0,170.0,1.0,7176.86,195.0,2,0,1,1
154.71,1204.0,1.0,36.0,29.0,2.0,34.0,0.0,157.0,1.0,1523.7200000000003,199.0,2,0,2,2
211.36,1825.0,1.0,2.0,11.0,2.0,54.0,1.0,30.0,1.0,8654.28,30.0,2,0,1,1
24.560000000000002,1977.0,1.0,23.0,32.0,1.0,64.0,0.0,69.0,1.0,9869.93,341.0,1,1,1,1
568.07,1585.0,1.0,42.0,53.0,0.0,48.0,0.0,115.0,1.0,10556.81,69.0,0,0,2,2
9.610000000000014,1149.0,1.0,36.0,42.0,2.0,58.0,0.0,179.0,1.0,12883.91,167.0,1,1,2,2
392.96,2166.0,1.0,18.0,21.0,2.0,24.0,3.0,100.0,1.0,791.6499999999996,135.0,0,2,1,1
716.93,1711.0,1.0,25.0,51.0,2.0,60.0,2.0,34.0,1.0,4064.02,109.0,0,1,1,1
223.85,1834.0,1.0,18.0,8.0,0.0,53.0,1.0,55.0,1.0,2929.91,98.0,2,0,1,1
230.66,592.0,1.0,15.0,48.0,1.0,21.0,3.0,135.0,1.0,618.0500000000002,260.0,2,2,0,0
442.12,2408.0,1.0,20.0,46.0,2.0,19.0,3.0,260.0,1.0,1375.8000000000002,118.0,0,2,1,1
644.17,430.0,1.0,35.0,92.0,0.0,29.0,1.0,72.0,1.0,1143.5199999999995,101.0,0,2,0,0
508.68,1160.0,1.0,23.0,47.0,1.0,51.0,1.0,127.0,1.0,7708.41,189.0,0,0,2,2
858.63,719.0,1.0,37.0,1.0,1.0,27.0,3.0,185.0,1.0,1872.96,263.0,0,2,0,0
25.360000000000014,1293.0,1.0,21.0,6.0,0.0,57.0,1.0,78.0,1.0,201.03999999999996,281.0,1,1,2,2
147.62,1622.0,1.0,5.0,27.0,1.0,71.0,2.0,133.0,1.0,2115.8,59.0,2,1,2,2
115.01999999999998,1680.0,1.0,35.0,3.0,1.0,37.0,0.0,175.0,1.0,7643.66,135.0,1,0,1,1
383.37,162.0,1.0,13.0,65.0,1.0,30.0,1.0,24.0,1.0,8901.93,283.0,0,2,0,0
98.54000000000002,1469.0,1.0,12.0,94.0,2.0,20.0,3.0,167.0,1.0,9383.43,219.0,1,2,2,2
83.23999999999998,1942.0,1.0,13.0,8.0,1.0,55.0,0.0,164.0,1.0,1181.3100000000004,268.0,1,0,1,1
196.16,377.0,1.0,41.0,98.0,1.0,27.0,1.0,146.0,1.0,9418.86,129.0,2,2,0,0
129.94,9.0,1.0,19.0,44.0,0.0,32.0,1.0,235.0,1.0,7954.92,12.0,2,0,0,0
306.9,2265.0,1.0,7.0,46.0,2.0,46.0,1.0,51.0,1.0,9418.08,264.0,0,0,1,1
114.98000000000002,2052.0,1.0,39.0,31.0,2.0,59.0,2.0,80.0,1.0,6144.68,181.0,1,1,1,1
756.59,457.0,1.0,34.0,11.0,1.0,27.0,3.0,17.0,1.0,420.64999999999964,316.0,0,2,0,0
503.76,2245.0,1.0,20.0,82.0,2.0,22.0,3.0,35.0,1.0,447.8199999999997,179.0,0,2,1,1
143.03,1384.0,1.0,35.0,54.0,0.0,63.0,2.0,147.0,1.0,7981.45,258.0,2,1,2,2
211.36,2195.0,1.0,8.0,76.0,0.0,53.0,2.0,73.0,1.0,1829.9,72.0,2,0,1,1
245.54,555.0,1.0,27.0,88.0,0.0,25.0,3.0,180.0,1.0,985.0599999999995,243.0,2,2,0,0
254.37,732.0,1.0,9.0,11.0,2.0,51.0,1.0,174.0,1.0,8849.26,33.0,2,0,0,0
213.76,429.0,1.0,9.0,8.0,0.0,78.0,2.0,282.0,1.0,3528.72,193.0,2,1,0,0
327.86,267.0,1.0,14.0,50.0,2.0,40.0,1.0,104.0,1.0,480.15999999999985,7.0,0,0,0,0
2.5,1320.0,1.0,36.0,41.0,2.0,47.0,0.0,107.0,1.0,12145.27,210.0,1,0,2,2
300.08,1875.0,1.0,2.0,39.0,2.0,68.0,0.0,47.0,1.0,13546.75,354.0,0,1,1,1
56.97999999999999,2478.0,1.0,28.0,85.0,0.0,43.0,1.0,122.0,1.0,5688.37,79.0,1,0,1,1
407.65,1236.0,1.0,4.0,40.0,2.0,26.0,1.0,62.0,1.0,8346.64,360.0,0,2,2,2
115.82999999999998,928.0,1.0,14.0,85.0,1.0,39.0,1.0,167.0,1.0,6481.04,219.0,1,0,2,2
53.56999999999999,1508.0,1.0,15.0,24.0,0.0,69.0,2.0,121.0,1.0,1651.33,140.0,1,1,2,2
63.34,2155.0,1.0,11.0,27.0,2.0,46.0,0.0,165.0,1.0,11174.94,230.0,1,0,1,1
317.87,2485.0,1.0,11.0,75.0,2.0,27.0,3.0,91.0,1.0,145.5,308.0,0,2,1,1
331.65,1568.0,1.0,32.0,5.0,2.0,41.0,1.0,61.00000000000001,1.0,4172.57,276.0,0,0,2,2
5.0400000000000205,2231.0,1.0,42.0,0.0,0.0,56.0,2.0,41.0,1.0,5558.36,264.0,1,1,1,1
214.54,1414.0,1.0,11.0,25.0,2.0,70.0,0.0,247.0,1.0,11151.53,332.0,2,1,2,2
598.81,1633.0,1.0,30.0,80.0,1.0,57.0,0.0,158.0,1.0,1415.52,230.0,0,1,2,2
841.28,1452.0,1.0,40.0,82.0,2.0,26.0,3.0,80.0,1.0,1103.6400000000003,215.0,0,2,2,2
38.14999999999998,1661.0,1.0,23.0,4.0,2.0,26.0,3.0,108.0,1.0,303.6800000000003,79.0,1,2,2,2
211.36,1265.0,1.0,35.0,61.0,1.0,58.0,0.0,144.0,1.0,5541.57,181.0,2,1,2,2
124.72,1208.0,1.0,28.0,3.0,1.0,33.0,1.0,105.0,1.0,6309.8,62.0,2,0,2,2
302.45,1795.0,1.0,35.0,58.0,1.0,78.0,2.0,40.0,1.0,5133.61,331.0,0,1,1,1
208.04,2179.0,1.0,21.0,54.0,2.0,47.0,1.0,273.0,1.0,9344.98,142.0,2,0,1,1
5.769999999999982,2159.0,1.0,20.0,97.0,1.0,23.0,3.0,254.0,1.0,1117.9699999999998,269.0,1,2,1,1
381.33,1530.0,1.0,0.0,33.0,0.0,56.0,0.0,75.0,1.0,11835.35,189.0,0,1,2,2
16.160000000000025,1932.0,1.0,25.0,64.0,0.0,50.0,0.0,124.0,1.0,14401.17,335.0,1,0,1,1
486.08,1130.0,1.0,28.0,59.0,2.0,18.0,3.0,68.0,1.0,1748.69,40.0,0,2,2,2
336.39,101.0,1.0,35.0,2.0,1.0,21.0,3.0,18.0,1.0,1000.46,214.0,0,2,0,0
211.36,2193.0,1.0,39.0,66.0,2.0,69.0,0.0,118.0,1.0,6810.05,122.0,2,1,1,1
234.57,1617.0,1.0,6.0,44.0,2.0,23.0,3.0,120.0,1.0,263.97999999999956,144.0,2,2,2,2
6.0,1997.0,1.0,6.0,89.0,2.0,30.0,0.0,246.0,1.0,5442.76,200.0,1,2,1,1
211.36,1989.0,1.0,11.0,51.0,0.0,80.0,2.0,21.0,1.0,2037.85,251.0,2,1,1,1
227.14,1210.0,1.0,5.0,56.0,0.0,18.0,3.0,294.0,1.0,341.9399999999996,310.0,2,2,2,2
233.74,2002.0,1.0,28.0,100.0,2.0,66.0,2.0,17.0,1.0,1066.5900000000001,293.0,2,1,1,1
211.36,1790.0,1.0,17.0,18.0,1.0,69.0,2.0,166.0,1.0,6077.96,58.0,2,1,1,1
45.849999999999994,316.0,1.0,20.0,84.0,0.0,20.0,3.0,92.0,1.0,1659.15,61.0,1,2,0,0
211.36,1606.0,1.0,34.0,25.0,1.0,77.0,2.0,296.0,1.0,2042.2200000000003,320.0,2,1,2,2
211.36,694.0,1.0,27.0,55.0,2.0,41.0,0.0,142.0,1.0,421.9300000000003,218.0,2,0,0,0
415.5,1372.0,1.0,22.0,76.0,0.0,66.0,0.0,141.0,1.0,10113.66,240.0,0,1,2,2
265.76,240.0,1.0,30.0,48.0,2.0,54.0,2.0,92.0,1.0,4446.17,354.0,2,0,0,0
69.4,1344.0,1.0,41.0,72.0,2.0,80.0,2.0,113.0,1.0,6452.77,161.0,1,1,2,2
332.93,2170.0,1.0,0.0,38.0,1.0,35.0,1.0,293.0,1.0,2788.2,111.0,0,0,1,1
267.9,1874.0,1.0,35.0,77.0,2.0,20.0,3.0,160.0,1.0,596.1599999999999,131.0,2,2,1,1
496.03,2065.0,1.0,37.0,8.0,1.0,61.0,0.0,265.0,1.0,12904.66,198.0,0,1,1,1
376.26,308.0,1.0,40.0,80.0,0.0,37.0,1.0,245.0,1.0,9062.4,215.0,0,0,0,0
83.01999999999998,1641.0,1.0,39.0,57.0,2.0,36.0,1.0,171.0,1.0,9009.56,277.0,1,0,2,2
93.25999999999999,1364.0,1.0,27.0,91.0,2.0,20.0,3.0,72.0,1.0,1152.1999999999998,340.0,1,2,2,2
803.37,703.0,1.0,22.0,29.0,1.0,68.0,0.0,129.0,1.0,12168.37,137.0,0,1,0,0
35.75999999999999,1749.0,1.0,5.0,56.0,1.0,23.0,3.0,122.0,1.0,611.8599999999997,316.0,1,2,1,1
28.529999999999973,989.0,1.0,42.0,34.0,2.0,62.0,0.0,99.0,1.0,8670.53,7.0,1,1,2,2
139.53,1876.0,1.0,21.0,1.0,2.0,53.0,0.0,177.0,1.0,10098.86,68.0,2,0,1,1
307.57,52.0,1.0,11.0,48.0,1.0,33.0,0.0,285.0,1.0,5307.74,10.0,0,0,0,0
60.650000000000006,964.0,1.0,40.0,84.0,1.0,56.0,2.0,53.0,1.0,1047.2799999999997,179.0,1,1,2,2
74.86000000000001,1497.0,1.0,26.0,27.0,1.0,70.0,0.0,125.0,1.0,6921.48,76.0,1,1,2,2
211.36,2218.0,1.0,18.0,99.0,1.0,51.0,2.0,137.0,1.0,1475.46,178.0,2,0,1,1
231.91,204.0,1.0,22.0,43.0,0.0,34.0,1.0,165.0,1.0,112.76000000000022,351.0,2,0,0,0
126.20999999999998,297.0,1.0,3.0,0.0,1.0,75.0,2.0,268.0,1.0,5669.66,139.0,2,1,0,0
506.28,798.0,1.0,6.0,9.0,2.0,53.0,2.0,162.0,1.0,1309.9499999999998,166.0,0,0,0,0
304.35,2295.0,1.0,15.0,6.0,1.0,31.0,1.0,36.0,1.0,4057.1,142.0,0,2,1,1
281.85,890.0,1.0,11.0,12.0,0.0,22.0,3.0,109.0,1.0,1585.98,75.0,2,2,2,2
777.88,544.0,1.0,15.0,17.0,1.0,31.0,1.0,17.0,1.0,6825.55,172.0,0,2,0,0
119.18,1571.0,1.0,20.0,92.0,1.0,56.0,2.0,96.0,1.0,5516.5,71.0,2,1,2,2
177.19,876.0,1.0,6.0,87.0,2.0,76.0,2.0,43.000000000000014,1.0,5343.3,7.0,2,1,2,2
260.88,970.0,1.0,10.0,93.0,1.0,22.0,3.0,36.0,1.0,903.0500000000002,29.0,2,2,2,2
169.47,560.0,1.0,6.0,45.0,2.0,24.0,3.0,19.0,1.0,1806.1599999999999,74.0,2,2,0,0
73.23000000000002,905.0,1.0,32.0,21.0,1.0,26.0,3.0,13.999999999999986,1.0,787.7399999999998,288.0,1,2,2,2
211.36,270.0,1.0,12.0,0.0,0.0,29.0,1.0,106.0,1.0,2429.68,281.0,2,2,0,0
792.57,916.0,1.0,3.0,58.0,0.0,19.0,3.0,164.0,1.0,770.3699999999999,255.0,0,2,2,2
237.06,2381.0,1.0,31.0,48.0,2.0,71.0,2.0,46.0,1.0,1182.7699999999995,87.0,2,1,1,1
34.170000000000016,2189.0,1.0,30.0,90.0,2.0,54.0,1.0,54.0,1.0,726.5500000000002,6.0,1,0,1,1
740.25,1310.0,1.0,30.0,9.0,2.0,41.0,0.0,123.0,1.0,14464.3,124.0,0,0,2,2
453.54,723.0,1.0,0.0,16.0,0.0,58.0,0.0,82.0,1.0,12046.3,342.0,0,1,0,0
300.47,2116.0,1.0,17.0,64.0,1.0,73.0,2.0,100.0,1.0,7885.64,97.0,0,1,1,1
110.93,656.0,1.0,41.0,35.0,1.0,19.0,3.0,201.0,1.0,1952.35,269.0,1,2,0,0
201.69,22.0,1.0,19.0,18.0,0.0,59.0,0.0,299.0,1.0,7328.52,233.0,2,1,0,0
399.21,181.0,1.0,32.0,61.0,0.0,59.0,1.0,109.0,1.0,3210.39,118.0,0,1,0,0
211.36,1657.0,1.0,17.0,31.0,2.0,78.0,2.0,57.0,1.0,5726.2,21.0,2,1,2,2
630.36,434.0,1.0,23.0,83.0,0.0,62.0,2.0,52.0,1.0,1363.65,351.0,0,1,0,0
10.939999999999998,1993.0,1.0,30.0,82.0,0.0,60.0,1.0,245.0,1.0,1241.9899999999998,329.0,1,1,1,1
215.9,28.0,1.0,20.0,82.0,0.0,38.0,0.0,235.0,1.0,7873.28,240.0,2,0,0,0
211.36,1259.0,1.0,42.0,71.0,1.0,79.0,2.0,165.0,1.0,5674.32,27.0,2,1,2,2
226.37,1735.0,1.0,21.0,40.0,1.0,49.0,0.0,141.0,1.0,9840.04,213.0,2,0,1,1
444.89,1683.0,1.0,19.0,59.0,1.0,43.0,0.0,101.0,1.0,10328.23,326.0,0,0,1,1
280.57,174.0,1.0,41.0,16.0,2.0,25.0,3.0,24.0,1.0,293.2399999999998,241.0,2,2,0,0
488.54,1211.0,1.0,17.0,35.0,1.0,52.0,1.0,132.0,1.0,7486.63,63.0,0,0,2,2
3.3000000000000114,577.0,1.0,20.0,84.0,1.0,50.0,0.0,131.0,1.0,11385.37,228.0,1,0,0,0
199.39,1526.0,1.0,7.0,22.0,1.0,69.0,2.0,165.0,1.0,7264.79,163.0,2,1,2,2
20.360000000000014,1338.0,1.0,40.0,68.0,1.0,62.0,2.0,75.0,1.0,2762.48,291.0,1,1,2,2
113.64000000000001,2005.0,1.0,11.0,37.0,2.0,45.0,2.0,32.0,1.0,6675.03,92.0,1,0,1,1
493.11,1380.0,1.0,7.0,21.0,1.0,53.0,2.0,236.0,1.0,7432.99,98.0,0,0,2,2
307.41,1073.0,1.0,20.0,6.0,0.0,19.0,3.0,13.999999999999986,1.0,1057.0000000000005,205.0,0,2,2,2
11.180000000000007,2267.0,1.0,1.0,16.0,2.0,43.0,0.0,161.0,1.0,5956.89,237.0,1,0,1,1
313.82,2147.0,1.0,40.0,96.0,1.0,59.0,1.0,151.0,1.0,7261.59,139.0,0,1,1,1
51.0,177.0,1.0,39.0,62.0,1.0,64.0,2.0,107.0,1.0,4943.16,120.0,1,1,0,0
140.98,954.0,1.0,22.0,58.0,1.0,60.0,1.0,100.0,1.0,8127.48,349.0,2,1,2,2
288.04,1558.0,1.0,10.0,91.0,0.0,68.0,2.0,63.0,1.0,1748.02,217.0,2,1,2,2
800.55,805.0,1.0,28.0,61.0,0.0,31.0,1.0,108.0,1.0,9660.22,26.0,0,2,0,0
485.54,238.0,1.0,15.0,60.0,0.0,46.0,1.0,143.0,1.0,6371.51,322.0,0,0,0,0
521.15,327.0,1.0,18.0,83.0,0.0,54.0,0.0,214.0,1.0,9442.47,68.0,0,0,0,0
321.79,1435.0,1.0,33.0,100.0,0.0,63.0,2.0,112.0,1.0,5959.2,218.0,0,1,2,2
304.93,375.0,1.0,32.0,97.0,0.0,65.0,0.0,158.0,1.0,13531.22,112.0,0,1,0,0
432.08,1377.0,1.0,12.0,43.0,0.0,40.0,0.0,145.0,1.0,11500.62,322.0,0,0,2,2
694.2,2320.0,1.0,25.0,34.0,0.0,61.0,2.0,72.0,1.0,1389.37,60.0,0,1,1,1
116.86000000000001,552.0,1.0,21.0,87.0,0.0,55.0,1.0,171.0,1.0,6706.56,351.0,1,0,0,0
211.36,448.0,1.0,11.0,38.0,3.0,57.0,0.0,149.0,1.0,7175.29,266.0,2,1,0,0
74.88,950.0,1.0,1.0,25.0,0.0,25.0,3.0,202.0,1.0,420.6700000000001,83.0,1,2,2,2
211.36,915.0,1.0,30.0,55.0,1.0,75.0,2.0,99.0,1.0,7323.53,205.0,2,1,2,2
134.7,1524.0,1.0,13.0,73.0,0.0,50.0,0.0,106.0,1.0,8395.85,283.0,2,0,2,2
890.24,1243.0,1.0,19.0,28.0,2.0,33.0,1.0,161.0,1.0,5140.93,69.0,0,0,2,2
361.27,41.0,1.0,29.0,87.0,0.0,63.0,0.0,180.0,1.0,7945.57,224.0,0,1,0,0
131.56,1968.0,1.0,5.0,13.0,1.0,44.0,0.0,42.0,1.0,5873.54,49.0,2,0,1,1
485.51,2251.0,1.0,25.0,96.0,2.0,76.0,2.0,37.0,1.0,3074.45,99.0,0,1,1,1
547.87,1256.0,1.0,8.0,63.0,0.0,64.0,2.0,131.0,1.0,6155.76,248.0,0,1,2,2
457.3,1172.0,1.0,41.0,41.0,2.0,28.0,1.0,15.0,1.0,8318.29,90.0,0,2,2,2
506.24,91.0,1.0,6.0,76.0,0.0,58.0,1.0,64.0,1.0,230.09000000000015,316.0,0,1,0,0
486.59,2395.0,1.0,16.0,16.0,1.0,57.0,2.0,119.0,1.0,2513.56,219.0,0,1,1,1
163.68,1817.0,1.0,36.0,86.0,1.0,41.0,0.0,292.0,1.0,10090.05,277.0,2,0,1,1
581.65,61.0,1.0,4.0,8.0,0.0,22.0,3.0,176.0,1.0,480.1899999999996,196.0,0,2,0,0
52.01000000000002,2090.0,1.0,23.0,18.0,0.0,48.0,0.0,85.0,1.0,1120.8799999999997,303.0,1,0,1,1
630.24,2262.0,1.0,4.0,100.0,0.0,21.0,3.0,62.0,1.0,370.8100000000004,328.0,0,2,1,1
523.74,2060.0,1.0,28.0,98.0,0.0,43.0,0.0,159.0,1.0,13498.55,29.0,0,0,1,1
